NUMERACION,CONSOLA,TITULO DEL JUEGO,JAPON,AMERICA DEL NORTE,PAL
876,GAME BOY,SUPER CHASE H.Q.,RELEASED,UNRELEASED,UNRELEASED
877,GAME BOY,SUPER CHINESE FIGHTER GB,UNRELEASED,RELEASED,RELEASED
878,GAME BOY,SUPER CHINESE LAND 1-2-3 DASH,RELEASED,UNRELEASED,UNRELEASED
879,GAME BOY,SUPER CHINESE LAND 3,RELEASED,UNRELEASED,UNRELEASED
880,GAME BOY,SUPER HUNCHBACK,RELEASED,UNRELEASED,UNRELEASED
881,GAME BOY,SUPER JAMES POND,RELEASED,RELEASED,RELEASED
882,GAME BOY,SUPER KICK OFF,UNRELEASED,UNRELEASED,RELEASED
883,GAME BOY,SUPER MARIO LAND,RELEASED,UNRELEASED,RELEASED
884,GAME BOY,SUPER MARIO LAND 2: 6 GOLDEN COINS,RELEASED,RELEASED,RELEASED
885,GAME BOY,SUPER MOMOTARO DENTETSU,RELEASED,RELEASED,RELEASED
886,GAME BOY,SUPER MOMOTARO DENTETSU II,RELEASED,UNRELEASED,UNRELEASED
887,GAME BOY,SUPER OFF ROAD,RELEASED,UNRELEASED,UNRELEASED
888,GAME BOY,SUPER PACHINKO TAISEN,UNRELEASED,RELEASED,UNRELEASED
889,GAME BOY,SUPER R.C. PRO-AM,RELEASED,UNRELEASED,UNRELEASED
890,GAME BOY,SUPER ROBOT TAISEN,UNRELEASED,RELEASED,RELEASED
891,GAME BOY,SUPER SCRABBLE,RELEASED,UNRELEASED,UNRELEASED
892,GAME BOY,SUPER STAR WARS: RETURN OF THE JEDI,UNRELEASED,RELEASED,UNRELEASED
893,GAME BOY,SUPER STREET BASKETBALL,UNRELEASED,RELEASED,RELEASED
894,GAME BOY,SUPER STREET BASKETBALL 2,RELEASED,UNRELEASED,UNRELEASED
895,GAME BOY,SUPERMAN,RELEASED,UNRELEASED,UNRELEASED
896,GAME BOY,SWAMP THING,UNRELEASED,RELEASED,RELEASED
897,GAME BOY,THE SWORD OF HOPE,UNRELEASED,RELEASED,RELEASED
898,GAME BOY,THE SWORD OF HOPE II,RELEASED,RELEASED,RELEASED
899,GAME BOY,T2: THE ARCADE GAME,RELEASED,RELEASED,UNRELEASED
900,GAME BOY,TAIKYOKU RENJU,RELEASED,RELEASED,RELEASED
901,GAME BOY,TAIL 'GATOR,RELEASED,UNRELEASED,UNRELEASED
902,GAME BOY,TAIYOU NO TENSHI MARLOW: O HANABATAKE WA DAI-PANIC,RELEASED,RELEASED,RELEASED
903,GAME BOY,TAIYOU NO YUUSHA FIGHBIRD GB,RELEASED,UNRELEASED,UNRELEASED
904,GAME BOY,TALESPIN,RELEASED,UNRELEASED,UNRELEASED
905,GAME BOY,TAMAGOTCHI,UNRELEASED,RELEASED,RELEASED
906,GAME BOY,TARZAN: LORD OF THE JUNGLE,RELEASED,RELEASED,RELEASED
907,GAME BOY,TASMANIA STORY,UNRELEASED,RELEASED,RELEASED
908,GAME BOY,TAZ-MANIA,RELEASED,RELEASED,UNRELEASED
909,GAME BOY,TAZ-MANIA 2,UNRELEASED,RELEASED,RELEASED
910,GAME BOY,TECMO BOWL,UNRELEASED,RELEASED,RELEASED
911,GAME BOY,TEENAGE MUTANT NINJA TURTLES II - BACK FROM THE SEWERS,RELEASED,RELEASED,RELEASED
912,GAME BOY,TEENAGE MUTANT NINJA TURTLES III: RADICAL RESCUE,RELEASED,RELEASED,RELEASED
913,GAME BOY,TEENAGE MUTANT NINJA TURTLES: FALL OF THE FOOT CLAN,RELEASED,RELEASED,RELEASED
914,GAME BOY,TEKICHUU RUSH,RELEASED,RELEASED,RELEASED
915,GAME BOY,TEKKYU FIGHT! THE GREAT BATTLE GAIDEN,RELEASED,UNRELEASED,UNRELEASED
916,GAME BOY,TENCHI O KURAU,RELEASED,UNRELEASED,UNRELEASED
917,GAME BOY,TENJIN KAISEN 2: YOMIHON YUMEGOYOMI,RELEASED,UNRELEASED,UNRELEASED
918,GAME BOY,TENNIS,RELEASED,UNRELEASED,UNRELEASED
919,GAME BOY,TERMINATOR 2: JUDGMENT DAY,RELEASED,RELEASED,RELEASED
920,GAME BOY,TESSERAE,UNRELEASED,RELEASED,RELEASED
921,GAME BOY,TETRIS,UNRELEASED,RELEASED,RELEASED
922,GAME BOY,TETRIS 2,RELEASED,RELEASED,RELEASED
923,GAME BOY,TETRIS ATTACK,RELEASED,RELEASED,RELEASED
924,GAME BOY,TETRIS BLAST,RELEASED,RELEASED,RELEASED
925,GAME BOY,TETRIS PLUS,RELEASED,RELEASED,RELEASED
926,GAME BOY,THUNDERBIRDS,RELEASED,RELEASED,RELEASED
927,GAME BOY,TINTIN IN TIBET,RELEASED,UNRELEASED,RELEASED
928,GAME BOY,TINTIN: PRISONERS OF THE SUN,UNRELEASED,UNRELEASED,RELEASED
929,GAME BOY,TINY TOON ADVENTURES 2: MONTANA'S MOVIE MADNESS,UNRELEASED,UNRELEASED,RELEASED
930,GAME BOY,TINY TOON ADVENTURES: BABS' BIG BREAK,RELEASED,RELEASED,RELEASED
931,GAME BOY,TINY TOON ADVENTURES: WACKY SPORTS,RELEASED,RELEASED,RELEASED
932,GAME BOY,TIP OFF,RELEASED,RELEASED,RELEASED
933,GAME BOY,TITUS THE FOX,RELEASED,UNRELEASED,RELEASED
934,GAME BOY,TOKIO SENKI: EIYUU RETSUDEN,UNRELEASED,RELEASED,RELEASED
935,GAME BOY,TOKORO'S MAHJONG JR.,RELEASED,UNRELEASED,UNRELEASED
936,GAME BOY,TOKYO DISNEYLAND: FANTASY TOUR,RELEASED,UNRELEASED,UNRELEASED
937,GAME BOY,TOKYO DISNEYLAND: MICKEY NO CINDERELLA SHIRO MYSTERY TOUR,RELEASED,UNRELEASED,UNRELEASED
938,GAME BOY,TOM & JERRY,RELEASED,UNRELEASED,UNRELEASED
939,GAME BOY,TOM AND JERRY: FRANTIC ANTICS,RELEASED,RELEASED,RELEASED
940,GAME BOY,TOP GUN: GUTS AND GLORY,RELEASED,RELEASED,RELEASED
941,GAME BOY,TOP RANK TENNIS,UNRELEASED,RELEASED,RELEASED
942,GAME BOY,TORPEDO RANGE,UNRELEASED,RELEASED,RELEASED
943,GAME BOY,TOTAL CARNAGE,RELEASED,RELEASED,UNRELEASED
944,GAME BOY,TOTTEMO! LUCKY MAN: LUCKY COOKIE MINNA DAISUKI!!,UNRELEASED,RELEASED,RELEASED
945,GAME BOY,THE TOWER OF DRUAGA,RELEASED,UNRELEASED,UNRELEASED
946,GAME BOY,TOXIC CRUSADERS,RELEASED,UNRELEASED,UNRELEASED
947,GAME BOY,TOY STORY,UNRELEASED,RELEASED,UNRELEASED
948,GAME BOY,TRACK & FIELD,UNRELEASED,RELEASED,RELEASED
949,GAME BOY,TRACK MEET,RELEASED,RELEASED,RELEASED
950,GAME BOY,TRAX,RELEASED,RELEASED,RELEASED
951,GAME BOY,TRIP WORLD,RELEASED,RELEASED,RELEASED
952,GAME BOY,TRUE LIES,RELEASED,UNRELEASED,RELEASED
953,GAME BOY,TRUMP BOY,UNRELEASED,RELEASED,RELEASED
954,GAME BOY,TRUMP BOY II,RELEASED,UNRELEASED,UNRELEASED
955,GAME BOY,TRUMP COLLECTION GB,RELEASED,UNRELEASED,UNRELEASED
956,GAME BOY,TSUME GO SERIES 1: FUJISAWA HIDEYUKI MEIYO KISEI,RELEASED,UNRELEASED,UNRELEASED
957,GAME BOY,TSUME SHOGI HYAKUBAN SHOUBU,RELEASED,UNRELEASED,UNRELEASED
958,GAME BOY,TSUME SHOGI MONDAI TEIKYOU: SHOGI SEKAI,RELEASED,UNRELEASED,UNRELEASED
959,GAME BOY,TSUME SHOGI: KANKI GODAN,RELEASED,UNRELEASED,UNRELEASED
960,GAME BOY,TSURI SENSEI,RELEASED,UNRELEASED,UNRELEASED
961,GAME BOY,TUMBLEPOP,RELEASED,UNRELEASED,UNRELEASED
962,GAME BOY,TURN AND BURN: THE F-14 DOGFIGHT SIMULATOR,RELEASED,RELEASED,UNRELEASED
963,GAME BOY,TUROK: BATTLE OF THE BIONOSAURS,UNRELEASED,RELEASED,RELEASED
964,GAME BOY,TURRICAN,RELEASED,RELEASED,RELEASED
965,GAME BOY,TV CHAMPION,UNRELEASED,RELEASED,RELEASED
966,GAME BOY,TWIN,RELEASED,UNRELEASED,UNRELEASED
967,GAME BOY,UCHUU NO KISHI TEKKAMAN BLADE,RELEASED,UNRELEASED,UNRELEASED
968,GAME BOY,UCHUU SENKAN YAMATO,RELEASED,UNRELEASED,UNRELEASED
969,GAME BOY,ULTIMA: RUNES OF VIRTUE,RELEASED,UNRELEASED,UNRELEASED
970,GAME BOY,ULTIMA: RUNES OF VIRTUE II,RELEASED,RELEASED,UNRELEASED
971,GAME BOY,ULTRA GOLF,RELEASED,RELEASED,UNRELEASED
972,GAME BOY,ULTRAMAN,RELEASED,RELEASED,RELEASED
973,GAME BOY,ULTRAMAN BALL,RELEASED,UNRELEASED,UNRELEASED
974,GAME BOY,ULTRAMAN CHOU TOUSHI GEKIDEN,RELEASED,UNRELEASED,UNRELEASED
975,GAME BOY,ULTRAMAN CLUB: TEKI KAIJUU O HAKKEN SEYO!,RELEASED,UNRELEASED,UNRELEASED
976,GAME BOY,UMI NO NUSHI TSURI 2,RELEASED,UNRELEASED,UNRELEASED
977,GAME BOY,UNDERCOVER COPS GAIDEN: HAKAISHIN GARUMAA,RELEASED,UNRELEASED,UNRELEASED
978,GAME BOY,UNIVERSAL SOLDIER,RELEASED,UNRELEASED,UNRELEASED
979,GAME BOY,UNO 2: SMALL WORLD,UNRELEASED,RELEASED,RELEASED
980,GAME BOY,UNO: SMALL WORLD,RELEASED,UNRELEASED,UNRELEASED
981,GAME BOY,URBAN STRIKE,RELEASED,UNRELEASED,UNRELEASED
982,GAME BOY,URUSEI YATSURA: MISS TOMOBIKI O SAGASE!,UNRELEASED,RELEASED,RELEASED
983,GAME BOY,V-RALLY - CHAMPIONSHIP EDITION,RELEASED,UNRELEASED,RELEASED
984,GAME BOY,VATTLE GIUCE,UNRELEASED,UNRELEASED,RELEASED
985,GAME BOY,VEGAS STAKES,RELEASED,UNRELEASED,UNRELEASED
986,GAME BOY,VERSUS HERO: KAKUTOU OU E NO MICHI,UNRELEASED,RELEASED,UNRELEASED
987,GAME BOY,VOLLEY FIRE,RELEASED,UNRELEASED,UNRELEASED
988,GAME BOY,WARIO BLAST: FEATURING BOMBERMAN!,RELEASED,UNRELEASED,UNRELEASED
989,GAME BOY,WARIO LAND II,RELEASED,RELEASED,RELEASED
990,GAME BOY,WARIO LAND: SUPER MARIO LAND 3,RELEASED,RELEASED,RELEASED
991,GAME BOY,WATERWORLD,RELEASED,RELEASED,RELEASED
992,GAME BOY,WAVE RACE,UNRELEASED,RELEASED,RELEASED
993,GAME BOY,WAYNE'S WORLD,UNRELEASED,RELEASED,RELEASED
994,GAME BOY,WCW WORLD CHAMPIONSHIP WRESTLING: THE MAIN EVENT,UNRELEASED,RELEASED,UNRELEASED
995,GAME BOY,WE'RE BACK! A DINOSAUR'S STORY,UNRELEASED,RELEASED,RELEASED
996,GAME BOY,WEDDING PEACH: JAMAPII PANIC,UNRELEASED,RELEASED,RELEASED
997,GAME BOY,WELCOME NAKAYOSHI PARK,RELEASED,UNRELEASED,UNRELEASED
998,GAME BOY,WHEEL OF FORTUNE,RELEASED,UNRELEASED,UNRELEASED
999,GAME BOY,WHO FRAMED ROGER RABBIT,UNRELEASED,RELEASED,RELEASED
1000,GAME BOY,WILDSNAKE,UNRELEASED,RELEASED,RELEASED
1001,GAME BOY,WINNER'S HORSE,RELEASED,RELEASED,UNRELEASED
1002,GAME BOY,WINTER OLYMPIC GAMES: LILLEHAMMER '94,RELEASED,UNRELEASED,UNRELEASED
1003,GAME BOY,WIZARDRY GAIDEN 1: SUFFERING OF THE QUEEN,UNRELEASED,RELEASED,RELEASED
1004,GAME BOY,WIZARDRY GAIDEN 2: CURSE OF THE ANCIENT EMPEROR,RELEASED,UNRELEASED,UNRELEASED
1005,GAME BOY,WIZARDRY GAIDEN 3: SCRIPTURE OF THE DARK,RELEASED,UNRELEASED,UNRELEASED
1006,GAME BOY,WIZARDS & WARRIORS X: THE FORTRESS OF FEAR,RELEASED,UNRELEASED,UNRELEASED
1007,GAME BOY,WORDZAP,UNRELEASED,RELEASED,RELEASED
1008,GAME BOY,WORDTRIS,UNRELEASED,RELEASED,UNRELEASED
1009,GAME BOY,WORLD BEACH VOLLEY: 1992 GB CUP,UNRELEASED,RELEASED,UNRELEASED
1010,GAME BOY,WORLD BOWLING,RELEASED,RELEASED,RELEASED
1011,GAME BOY,WORLD CIRCUIT SERIES,RELEASED,RELEASED,UNRELEASED
1012,GAME BOY,WORLD CUP 98,RELEASED,RELEASED,RELEASED
1013,GAME BOY,WORLD CUP USA '94,UNRELEASED,RELEASED,RELEASED
1014,GAME BOY,WORLD HEROES 2 JET,RELEASED,RELEASED,RELEASED
1015,GAME BOY,WORLD ICE HOCKEY,RELEASED,RELEASED,RELEASED
1016,GAME BOY,WORMS,RELEASED,UNRELEASED,UNRELEASED
1017,GAME BOY,WWF KING OF THE RING,UNRELEASED,UNRELEASED,RELEASED
1018,GAME BOY,WWF RAW,RELEASED,RELEASED,RELEASED
1019,GAME BOY,WWF SUPERSTARS,UNRELEASED,RELEASED,RELEASED
1020,GAME BOY,WWF SUPERSTARS 2,RELEASED,RELEASED,RELEASED
1021,GAME BOY,WWF WAR ZONE,RELEASED,RELEASED,RELEASED
1022,GAME BOY,X,UNRELEASED,RELEASED,RELEASED
1023,GAME BOY,XENON 2 MEGABLAST,RELEASED,UNRELEASED,UNRELEASED
1024,GAME BOY,XERD NO DENSETSU,RELEASED,RELEASED,RELEASED
1025,GAME BOY,XERD NO DENSETSU 2: XERD!! GISHIN NO RYOUIKI,RELEASED,UNRELEASED,UNRELEASED
1026,GAME BOY,YAKUMAN,RELEASED,UNRELEASED,UNRELEASED
1027,GAME BOY,YAMAKAWA ICHIMONITTOU NIHONSHI B YOUGO MONDAISHUU,RELEASED,UNRELEASED,UNRELEASED
1028,GAME BOY,YAMAKAWA ICHIMONITTOU SEKAISHI B YOUGO MONDAISHUU,RELEASED,UNRELEASED,UNRELEASED
1029,GAME BOY,YOGI BEAR'S GOLD RUSH,RELEASED,UNRELEASED,UNRELEASED
1030,GAME BOY,YOSHI,UNRELEASED,RELEASED,RELEASED
1031,GAME BOY,MARIO & YOSHI PAL,RELEASED,RELEASED,RELEASED
1032,GAME BOY,YOSHI'S COOKIE,RELEASED,RELEASED,RELEASED
1033,GAME BOY,YU-GI-OH! DUEL MONSTERS,RELEASED,UNRELEASED,UNRELEASED
1034,GAME BOY,YU YU HAKUSHO,RELEASED,UNRELEASED,UNRELEASED
1035,GAME BOY,YU YU HAKUSHO DAI-NI-DAN - ANKOKU BUJUTSU KAI HEN,RELEASED,UNRELEASED,UNRELEASED
1036,GAME BOY,YU YU HAKUSHO DAI-SAN-DAN - MAKAI NO TOBIRA,RELEASED,UNRELEASED,UNRELEASED
1037,GAME BOY,YU YU HAKUSHO DAI-YON-DAN - MAKAI TOITSU HEN,RELEASED,UNRELEASED,UNRELEASED
1038,GAME BOY,Z-KAI KYUUKYOKU NO EIGO KOUBUN 285,RELEASED,UNRELEASED,UNRELEASED
1039,GAME BOY,Z-KAI KYUUKYOKU NO EIJUKUGO 1017,RELEASED,UNRELEASED,UNRELEASED
1040,GAME BOY,Z-KAI KYUUKYOKU NO EITANGO 1500,RELEASED,UNRELEASED,UNRELEASED
1041,GAME BOY,ZEN-NIPPON PRO WRESTLING JET,RELEASED,UNRELEASED,UNRELEASED
1042,GAME BOY,ZEN: INTERGALACTIC NINJA,UNRELEASED,RELEASED,RELEASED
1043,GAME BOY,ZETTAI MUTEKI RAIJIN-OH,RELEASED,UNRELEASED,UNRELEASED
1044,GAME BOY,ZOIDS DENSETSU,RELEASED,UNRELEASED,UNRELEASED
1045,GAME BOY,ZOOL: NINJA OF THE NTH DIMENSION,UNRELEASED,RELEASED,RELEASED
1046,GAME BOY,ZOOP,RELEASED,RELEASED,RELEASED
1047,GB COLOR,102 DALMATIANS: PUPPIES TO THE RESCUE,UNRELEASED,RELEASED,RELEASED
1048,GB COLOR,3D POCKET POOL,UNRELEASED,UNRELEASED,RELEASED
1049,GB COLOR,3-D ULTRA PINBALL: THRILLRIDE,UNRELEASED,RELEASED,UNRELEASED
1050,GB COLOR,10 PIN BOWLING,UNRELEASED,RELEASED,RELEASED
1051,GB COLOR,1942,UNRELEASED,RELEASED,RELEASED
1052,GB COLOR,720°,UNRELEASED,RELEASED,RELEASED
1053,GB COLOR,ACTION MAN: SEARCH FOR BASE X,UNRELEASED,RELEASED,RELEASED
1054,GB COLOR,THE ADVENTURES OF THE SMURFS,UNRELEASED,UNRELEASED,RELEASED
1055,GB COLOR,AIRFORCE DELTA,RELEASED,RELEASED,RELEASED
1056,GB COLOR,ALADDIN,UNRELEASED,RELEASED,RELEASED
1057,GB COLOR,ALFRED'S ADVENTURE,UNRELEASED,UNRELEASED,RELEASED
1058,GB COLOR,ALICE IN WONDERLAND,UNRELEASED,RELEASED,RELEASED
1059,GB COLOR,ALIENS: THANATOS ENCOUNTER,UNRELEASED,RELEASED,RELEASED
1060,GB COLOR,ALL-STAR BASEBALL 2000,UNRELEASED,RELEASED,RELEASED
1061,GB COLOR,ALL-STAR BASEBALL 2001,UNRELEASED,RELEASED,UNRELEASED
1062,GB COLOR,ALL STAR TENNIS 2000,UNRELEASED,UNRELEASED,RELEASED
1063,GB COLOR,ALONE IN THE DARK: THE NEW NIGHTMARE,UNRELEASED,RELEASED,RELEASED
1064,GB COLOR,ANIMAL BREEDER 3,RELEASED,UNRELEASED,UNRELEASED
1065,GB COLOR,ANIMAL BREEDER 4,RELEASED,UNRELEASED,UNRELEASED
1066,GB COLOR,ANIMASTAR GB,RELEASED,UNRELEASED,UNRELEASED
1067,GB COLOR,ANIMORPHS,UNRELEASED,RELEASED,RELEASED
1068,GB COLOR,ANTZ,UNRELEASED,RELEASED,RELEASED
1069,GB COLOR,ANTZ RACING,UNRELEASED,RELEASED,RELEASED
1070,GB COLOR,ANTZ WORLD SPORTZ,UNRELEASED,UNRELEASED,RELEASED
1071,GB COLOR,AQUALIFE,RELEASED,UNRELEASED,UNRELEASED
1072,GB COLOR,ARLE NO BOUKEN: MAHOU NO JEWEL,RELEASED,UNRELEASED,UNRELEASED
1073,GB COLOR,ARMADA F/X RACERS,UNRELEASED,RELEASED,UNRELEASED
1074,GB COLOR,ARMORINES: PROJECT S.W.A.R.M.,UNRELEASED,RELEASED,RELEASED
1075,GB COLOR,ARMY MEN,UNRELEASED,RELEASED,RELEASED
1076,GB COLOR,ARMY MEN 2,UNRELEASED,RELEASED,RELEASED
1077,GB COLOR,ARMY MEN: AIR COMBAT,UNRELEASED,RELEASED,RELEASED
1078,GB COLOR,ARMY MEN: SARGE'S HEROES 2,UNRELEASED,RELEASED,RELEASED
1079,GB COLOR,ARTHUR'S ABSOLUTELY FUN DAY!,UNRELEASED,RELEASED,RELEASED
1080,GB COLOR,ASTERIX: SEARCH FOR DOGMATIX,UNRELEASED,UNRELEASED,RELEASED
1081,GB COLOR,ASTERIX & OBELIX,UNRELEASED,UNRELEASED,RELEASED
1082,GB COLOR,ASTERIX & OBELIX VS. CAESAR,UNRELEASED,UNRELEASED,RELEASED
1083,GB COLOR,ASTEROIDS,UNRELEASED,RELEASED,RELEASED
1084,GB COLOR,ATLANTIS: THE LOST EMPIRE,UNRELEASED,RELEASED,RELEASED
1085,GB COLOR,"AUSTIN POWERS: OH, BEHAVE!",UNRELEASED,RELEASED,RELEASED
1086,GB COLOR,AUSTIN POWERS: WELCOME TO MY UNDERGROUND LAIR!,UNRELEASED,RELEASED,RELEASED
1087,GB COLOR,AZARASHI SENTAI INAZUMA: DOKI DOKI DAISAKUSEN!,RELEASED,UNRELEASED,UNRELEASED
1088,GB COLOR,AZURE DREAMS,RELEASED,RELEASED,RELEASED
1089,GB COLOR,B-DAMAN BAKUGAIDEN: VICTORY E NO MICHI,RELEASED,UNRELEASED,UNRELEASED
1090,GB COLOR,B-DAMAN BAKUGAIDEN V: FINAL MEGA TUNE,RELEASED,UNRELEASED,UNRELEASED
1091,GB COLOR,BABE AND FRIENDS,UNRELEASED,RELEASED,RELEASED
1092,GB COLOR,BABY FELIX: HALLOWEEN,UNRELEASED,UNRELEASED,RELEASED
1093,GB COLOR,BACKGAMMON,RELEASED,UNRELEASED,RELEASED
1094,GB COLOR,BAD BATSUMARU: ROBO BATTLE,RELEASED,UNRELEASED,UNRELEASED
1095,GB COLOR,BAKUKYUU RENPATSU!! SUPER B-DAMAN: GEKITAN! RISING VALKYRIE!,RELEASED,UNRELEASED,UNRELEASED
1096,GB COLOR,BAKUSOU DEKOTORA DENSETSU GB SPECIAL: OTOKO DOKYOU NO TENKA TOUITSU,RELEASED,UNRELEASED,UNRELEASED
1097,GB COLOR,BAKUTEN SHOOT BEYBLADE,RELEASED,UNRELEASED,UNRELEASED
1098,GB COLOR,BALLISTIC,RELEASED,RELEASED,UNRELEASED
1099,GB COLOR,BALLOON FIGHT GB,RELEASED,UNRELEASED,UNRELEASED
1100,GB COLOR,BARBIE: FASHION PACK GAMES,UNRELEASED,RELEASED,RELEASED
1101,GB COLOR,BARBIE: MAGIC GENIE ADVENTURE,UNRELEASED,RELEASED,UNRELEASED
1102,GB COLOR,BARBIE: OCEAN DISCOVERY,UNRELEASED,RELEASED,RELEASED
1103,GB COLOR,BARBIE: PET RESCUE,UNRELEASED,RELEASED,RELEASED
1104,GB COLOR,BARCODE TAISEN BARDIGUN,RELEASED,UNRELEASED,UNRELEASED
1105,GB COLOR,BASS MASTERS CLASSIC,UNRELEASED,RELEASED,RELEASED
1106,GB COLOR,BATMAN: CHAOS IN GOTHAM,UNRELEASED,RELEASED,RELEASED
1107,GB COLOR,BATMAN BEYOND: RETURN OF THE JOKER,UNRELEASED,RELEASED,RELEASED
1108,GB COLOR,BATTLESHIP,UNRELEASED,RELEASED,RELEASED
1109,GB COLOR,BATTLETANX,UNRELEASED,RELEASED,RELEASED
1110,GB COLOR,BEATMANIA GB,RELEASED,UNRELEASED,UNRELEASED
1111,GB COLOR,BEATMANIA GB2: GOTCHAMIX,RELEASED,UNRELEASED,UNRELEASED
1112,GB COLOR,BEATMANIA GB: GOTCHAMIX 2,RELEASED,UNRELEASED,UNRELEASED
1113,GB COLOR,BEAUTY AND THE BEAST: A BOARD GAME ADVENTURE,UNRELEASED,RELEASED,RELEASED
1114,GB COLOR,BENJAMIN BLÜMCHEN: EIN VERRÜCKTER TAG IM ZOO,UNRELEASED,UNRELEASED,RELEASED
1115,GB COLOR,BEYBLADE: FIGHTING TOURNAMENT,RELEASED,UNRELEASED,UNRELEASED
1116,GB COLOR,BIBI BLOCKSBERG: IM BANN DER HEXENKUGEL,UNRELEASED,UNRELEASED,RELEASED
1117,GB COLOR,BIBI UND TINA: FOHLEN FELIX IN GEFAHR,UNRELEASED,UNRELEASED,RELEASED
1118,GB COLOR,BIKKURIMAN 2000: CHARGING CARD GB,RELEASED,UNRELEASED,UNRELEASED
1119,GB COLOR,BILLY BOB'S HUNTIN'-N-FISHIN',UNRELEASED,RELEASED,RELEASED
1120,GB COLOR,BIONIC COMMANDO: ELITE FORCES,UNRELEASED,RELEASED,RELEASED
1121,GB COLOR,BLACK BASS: LURE FISHING,UNRELEASED,RELEASED,RELEASED
1122,GB COLOR,THE BLACK ONYX,RELEASED,UNRELEASED,UNRELEASED
1123,GB COLOR,BLADE,UNRELEASED,RELEASED,RELEASED
1124,GB COLOR,BLASTER MASTER: ENEMY BELOW,RELEASED,RELEASED,RELEASED
1125,GB COLOR,BLUE'S CLUES: BLUE'S ALPHABET BOOK,UNRELEASED,RELEASED,UNRELEASED
1126,GB COLOR,BOARDER ZONE,UNRELEASED,RELEASED,RELEASED
1127,GB COLOR,BOB ET BOBETTE: LES DOMPTEURS DU TEMPS,UNRELEASED,UNRELEASED,RELEASED
1128,GB COLOR,BOB THE BUILDER: FIX IT FUN!,UNRELEASED,RELEASED,RELEASED
1129,GB COLOR,BOKU NO CAMP JOU,RELEASED,UNRELEASED,UNRELEASED
1130,GB COLOR,BOMBERMAN MAX: BLUE CHAMPION,RELEASED,RELEASED,UNRELEASED
1131,GB COLOR,BOMBERMAN MAX: RED CHALLENGER,RELEASED,RELEASED,UNRELEASED
1132,GB COLOR,BOMBERMAN QUEST,RELEASED,RELEASED,RELEASED
1133,GB COLOR,BOMBERMAN SELECTION,RELEASED,UNRELEASED,UNRELEASED
1134,GB COLOR,BOUKEN! DONDOKO SHIMA,RELEASED,UNRELEASED,UNRELEASED
1135,GB COLOR,BRAVE SAGA SHINSHOU ASTARIA,RELEASED,UNRELEASED,UNRELEASED
1136,GB COLOR,BUFFY THE VAMPIRE SLAYER,UNRELEASED,RELEASED,RELEASED
1137,GB COLOR,BUGS BUNNY: CRAZY CASTLE 3,RELEASED,RELEASED,RELEASED
1138,GB COLOR,BUGS BUNNY IN CRAZY CASTLE 4,RELEASED,RELEASED,RELEASED
1139,GB COLOR,A BUG'S LIFE,UNRELEASED,RELEASED,RELEASED
1140,GB COLOR,BUZZ LIGHTYEAR OF STAR COMMAND,UNRELEASED,RELEASED,RELEASED
1141,GB COLOR,BURGER BURGER POCKET: HAMBURGER SIMULATION,RELEASED,UNRELEASED,UNRELEASED
1142,GB COLOR,BURGER PARADISE INTERNATIONAL,RELEASED,UNRELEASED,UNRELEASED
1143,GB COLOR,BUST-A-MOVE 4,RELEASED,RELEASED,RELEASED
1144,GB COLOR,BUST-A-MOVE MILLENNIUM,RELEASED,RELEASED,RELEASED
1145,GB COLOR,CAESARS PALACE II,UNRELEASED,RELEASED,RELEASED
1146,GB COLOR,CANNON FODDER,UNRELEASED,RELEASED,RELEASED
1147,GB COLOR,CARDCAPTOR SAKURA: ITSUMO SAKURA-CHAN TO ISSHO!,RELEASED,UNRELEASED,UNRELEASED
1148,GB COLOR,CARDCAPTOR SAKURA: TOMOEDA SHOUGAKKOU DAIUNDOUKAI,RELEASED,UNRELEASED,UNRELEASED
1149,GB COLOR,CARL LEWIS ATHLETICS 2000,UNRELEASED,UNRELEASED,RELEASED
1150,GB COLOR,CARMAGEDDON,UNRELEASED,RELEASED,RELEASED
1151,GB COLOR,CASPER,UNRELEASED,RELEASED,UNRELEASED
1152,GB COLOR,CATWOMAN,UNRELEASED,RELEASED,RELEASED
1153,GB COLOR,CATZ,UNRELEASED,RELEASED,RELEASED
1154,GB COLOR,CENTIPEDE,UNRELEASED,RELEASED,RELEASED
1155,GB COLOR,CHAMPIONSHIP MOTOCROSS 2001 FEATURING RICKY CARMICHAEL,UNRELEASED,RELEASED,UNRELEASED
1156,GB COLOR,CHASE H.Q.: SECRET POLICE,RELEASED,RELEASED,RELEASED
1157,GB COLOR,CHECKMATE,RELEASED,UNRELEASED,UNRELEASED
1158,GB COLOR,CHEE-CHAI ALIEN,RELEASED,UNRELEASED,UNRELEASED
1159,GB COLOR,CHESSMASTER,UNRELEASED,RELEASED,RELEASED
1160,GB COLOR,CHI TO ASE TO NAMIDA NO KOUKOU YAKYUU,RELEASED,UNRELEASED,UNRELEASED
1161,GB COLOR,CHIBI MARUKO-CHAN: GO CHOUNAI MINNA DE GAME DA YO!,RELEASED,UNRELEASED,UNRELEASED
1162,GB COLOR,CHICKEN RUN,UNRELEASED,RELEASED,RELEASED
1163,GB COLOR,CHORO Q HYPER GB,RELEASED,UNRELEASED,UNRELEASED
1164,GB COLOR,CHOU GALS! KOTOBUKI RAN,RELEASED,UNRELEASED,UNRELEASED
